phase,request,target,targetWord,eventType,instrument,starttime,timestamp,duration,PID,condition,KL,grab,onebyone,count,group1,group2,group3,more,response,spontaneousCounting,right,logic,words,utterances,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,nonnumber,kidaction,actor,flag,flagged
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895151734,10152,FL3,&,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895159186,17604,FL3,&,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895169765,28183,FL3,&,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,undo,1720895141582,1720895171049,29467,FL3,&,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895171987,30405,FL3,&,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895173552,31970,FL3,&,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895173859,32277,FL3,&,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895174161,32579,FL3,&,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895174475,32893,FL3,&,,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895180004,38422,FL3,&,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895180292,38710,FL3,&,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895180552,38970,FL3,&,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895184083,42501,FL3,&,,,6,,,,,,,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895186299,44717,FL3,&,,,6,,1,,,,,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895186492,44910,FL3,&,,,6,,2,,,,1,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895186683,45101,FL3,&,,,6,,3,,,,2,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895186859,45277,FL3,&,,,6,,4,,,,3,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895187051,45469,FL3,&,,,6,,5,,,,4,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895187225,45643,FL3,&,,,6,,6,,,,5,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895190367,48785,FL3,&,,,7,,6,,,,6,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895191000,49418,FL3,&,,,7,,7,,,,6,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895193766,52184,FL3,&,,,8,,7,,,,7,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895194053,52471,FL3,&,,,8,,8,,,,7,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895198001,56419,FL3,&,,,9,,8,,,,8,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895198383,56801,FL3,&,,,9,,9,,,,8,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895204486,62904,FL3,&,,,10,,9,,,,9,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895204663,63081,FL3,&,,,11,,9,,,,9,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895205568,63986,FL3,&,,,11,,10,,,,9,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895206100,64518,FL3,&,,,11,,11,,,,10,,,5,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720895141582,1720895208037,66455,FL3,&,,,12,,11,,,,11,,,5,,,,,,,,,,,,,,,,,,true,,,
