PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL3,&,,auto,accumulator,1721853462731,1721853470358,7627,GiveN,Can you put five fish on the plate?,5,five,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721853462731,1721853470449,7718,GiveN,Can you put five fish on the plate?,5,five,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721853462731,1721853470807,8076,GiveN,Can you put five fish on the plate?,5,five,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721853462731,1721853470898,8167,GiveN,Can you put five fish on the plate?,5,five,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,word,one,1721853462731,1721853474491,11760,GiveN,Can you put five fish on the plate?,5,five,2,,2,,,2,,,,,,,,true,,,,,,,,,,,,,,,,
FL3,&,,active,save_button,1721853462731,1721853476308,13577,GiveN,Can you put five fish on the plate?,5,five,2,,2,,,2,,,,,,,,true,,,,,,,,,,,,,,,,
FL3,&,,word,two,1721853462731,1721853476759,14028,GiveN,Can you put five fish on the plate?,5,five,2,,2,,,2,,,,,,,,true,true,,,,,,,,,,,,,,,
FL3,&,,active,save_button,1721853462731,1721853477390,14659,GiveN,Can you put five fish on the plate?,5,five,2,,2,,,2,,,,,,,,true,true,,,,,,,,,,,,,,,
FL3,&,,word,three,1721853462731,1721853479560,16829,GiveN,Can you put five fish on the plate?,5,five,2,,2,,,2,,,,,,,,true,true,true,,,,,,,,,,,,,,
FL3,&,,active,save_button,1721853462731,1721853480411,17680,GiveN,Can you put five fish on the plate?,5,five,2,,2,,,2,,,,,,,,true,true,true,,,,,,,,,,,,,,
