PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL3,&,,auto,accumulator,1721759827714,1721759836089,8375,GiveN,Can you put five fish on the plate?,5,five,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759837516,9802,GiveN,Can you put five fish on the plate?,5,five,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759839032,11318,GiveN,Can you put five fish on the plate?,5,five,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759841460,13746,GiveN,Can you put five fish on the plate?,5,five,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759844692,16978,GiveN,Can you put five fish on the plate?,5,five,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759846534,18820,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,toggle,spontaneousCounting,1721759827714,1721759854081,26367,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,true,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759855182,27468,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,true,1,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759855489,27775,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,true,2,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759855946,28232,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,true,3,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759856542,28828,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,active,save_button,1721759827714,1721759862042,34328,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,toggle,spontaneousCounting,1721759827714,1721759863022,35308,GiveN,Can you put five fish on the plate?,5,five,,,,6,,,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759864651,36937,GiveN,Can you put five fish on the plate?,5,five,,,,6,,1,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759864796,37082,GiveN,Can you put five fish on the plate?,5,five,1,,,6,,2,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759864918,37204,GiveN,Can you put five fish on the plate?,5,five,2,,,6,,3,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759865342,37628,GiveN,Can you put five fish on the plate?,5,five,3,,,6,,4,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759827714,1721759865724,38010,GiveN,Can you put five fish on the plate?,5,five,4,,,6,,5,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,toggle,kidaction,1721759827714,1721759866690,38976,GiveN,Can you put five fish on the plate?,5,five,5,true,,6,,5,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,undo,1721759827714,1721759867056,39342,GiveN,Can you put five fish on the plate?,5,five,5,true,,5,,5,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721759827714,1721759867809,40095,GiveN,Can you put five fish on the plate?,5,five,5,true,,5,,5,,,,true,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759867821,1721759877722,9901,GiveN,Can you put six fish on the plate?,6,six,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759867821,1721759878015,10194,GiveN,Can you put six fish on the plate?,6,six,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759867821,1721759880842,13021,GiveN,Can you put six fish on the plate?,6,six,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759867821,1721759892715,24894,GiveN,Can you put six fish on the plate?,6,six,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759893455,25634,GiveN,Can you put six fish on the plate?,6,six,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759893893,26072,GiveN,Can you put six fish on the plate?,6,six,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759894490,26669,GiveN,Can you put six fish on the plate?,6,six,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759894618,26797,GiveN,Can you put six fish on the plate?,6,six,1,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759894773,26952,GiveN,Can you put six fish on the plate?,6,six,2,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759894891,27070,GiveN,Can you put six fish on the plate?,6,six,3,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759895222,27401,GiveN,Can you put six fish on the plate?,6,six,4,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759895723,27902,GiveN,Can you put six fish on the plate?,6,six,5,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759896489,28668,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,1,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759896688,28867,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,2,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759896878,29057,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,3,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759897051,29230,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,4,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759897191,29370,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,5,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,auto,accumulator,1721759867821,1721759897673,29852,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,6,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,active,save_button,1721759867821,1721759899023,31202,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,6,,,,,,,,,,,,,,,,,,Organized the fis n a line ,
FL3,&,,trial,trialsubmit,1721759867821,1721759899525,31704,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,6,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759909424,9892,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759910689,11157,GiveN,Can you put seven fish on the plate?,7,seven,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759912323,12791,GiveN,Can you put seven fish on the plate?,7,seven,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759915494,15962,GiveN,Can you put seven fish on the plate?,7,seven,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759918023,18491,GiveN,Can you put seven fish on the plate?,7,seven,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759927340,27808,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759932241,32709,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759932518,32986,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759932826,33294,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759933102,33570,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759933473,33941,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,,5,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759933867,34335,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,
FL3,&,,toggle,spontaneousCounting,1721759899532,1721759934189,34657,GiveN,Can you put seven fish on the plate?,7,seven,,,,,6,,,,,true,6,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759935806,36274,GiveN,Can you put seven fish on the plate?,7,seven,,,,,7,,,,,true,6,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721759899532,1721759936308,36776,GiveN,Can you put seven fish on the plate?,7,seven,,,,,7,1,,,,true,6,,,,,,,,,,,,,,,,,,,
