PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL3,&,,auto,accumulator,1721500959089,1721500969451,10362,GiveN,Can you put five fish on the plate?,5,five,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500959089,1721500970865,11776,GiveN,Can you put five fish on the plate?,5,five,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500959089,1721500973547,14458,GiveN,Can you put five fish on the plate?,5,five,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500959089,1721500985379,26290,GiveN,Can you put five fish on the plate?,5,five,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,auto,accumulator,1721500959089,1721500985709,26620,GiveN,Can you put five fish on the plate?,5,five,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,auto,accumulator,1721500959089,1721500986298,27209,GiveN,Can you put five fish on the plate?,5,five,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,auto,accumulator,1721500959089,1721500986476,27387,GiveN,Can you put five fish on the plate?,5,five,1,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,auto,accumulator,1721500959089,1721500986698,27609,GiveN,Can you put five fish on the plate?,5,five,2,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,auto,accumulator,1721500959089,1721500986858,27769,GiveN,Can you put five fish on the plate?,5,five,3,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,auto,accumulator,1721500959089,1721500987048,27959,GiveN,Can you put five fish on the plate?,5,five,4,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,trial,trialsubmit,1721500959089,1721500989286,30197,GiveN,Can you put five fish on the plate?,5,five,5,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,Parent ,
FL3,&,,auto,accumulator,1721500989299,1721501006386,17087,GiveN,Can you put six fish on the plate?,6,six,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501006964,17665,GiveN,Can you put six fish on the plate?,6,six,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501016616,27317,GiveN,Can you put six fish on the plate?,6,six,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501025602,36303,GiveN,Can you put six fish on the plate?,6,six,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501031368,42069,GiveN,Can you put six fish on the plate?,6,six,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501031609,42310,GiveN,Can you put six fish on the plate?,6,six,1,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501031833,42534,GiveN,Can you put six fish on the plate?,6,six,2,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501032009,42710,GiveN,Can you put six fish on the plate?,6,six,3,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,active,save_button,1721500989299,1721501037958,48659,GiveN,Can you put six fish on the plate?,6,six,4,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,Parent,
FL3,&,,auto,accumulator,1721500989299,1721501039870,50571,GiveN,Can you put six fish on the plate?,6,six,4,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501040254,50955,GiveN,Can you put six fish on the plate?,6,six,4,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501044150,54851,GiveN,Can you put six fish on the plate?,6,six,5,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721500989299,1721501044650,55351,GiveN,Can you put six fish on the plate?,6,six,5,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721500989299,1721501050738,61439,GiveN,Can you put six fish on the plate?,6,six,6,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501062451,11706,GiveN,Can you put seven fish on the plate?,7,seven,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501062578,11833,GiveN,Can you put seven fish on the plate?,7,seven,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501063717,12972,GiveN,Can you put seven fish on the plate?,7,seven,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501063845,13100,GiveN,Can you put seven fish on the plate?,7,seven,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501067205,16460,GiveN,Can you put seven fish on the plate?,7,seven,2,,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501075101,24356,GiveN,Can you put seven fish on the plate?,7,seven,2,,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501075236,24491,GiveN,Can you put seven fish on the plate?,7,seven,3,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501077707,26962,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,1,,4,,,,,1,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501077979,27234,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,1,,4,,,,,2,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501078204,27459,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,1,,4,,,,,3,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501078511,27766,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,1,,4,,,,,4,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501081830,31085,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,1,,4,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501089702,38957,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,2,,4,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501091252,40507,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,3,,4,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501092419,41674,GiveN,Can you put seven fish on the plate?,7,seven,4,,2,3,,5,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501107214,56469,GiveN,Can you put seven fish on the plate?,7,seven,5,,2,4,,5,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501107698,56953,GiveN,Can you put seven fish on the plate?,7,seven,5,,2,4,,6,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501110553,59808,GiveN,Can you put seven fish on the plate?,7,seven,6,,2,5,,6,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501050745,1721501110969,60224,GiveN,Can you put seven fish on the plate?,7,seven,6,,2,5,,7,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,active,save_button,1721501050745,1721501128894,78149,GiveN,Can you put seven fish on the plate?,7,seven,7,,2,5,,7,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721501050745,1721501130837,80092,GiveN,Can you put seven fish on the plate?,7,seven,7,,2,5,,7,,,,,4,,1,,,,,,,,,,,,,,,,,
FL3,&,,toggle,spontaneousCounting,1721501130850,1721501159101,28251,Train,Now its your turn to make... zo bananas?,3,zo,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501159504,28654,Train,Now its your turn to make... zo bananas?,3,zo,,,,,,,,,,true,1,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501159788,28938,Train,Now its your turn to make... zo bananas?,3,zo,,,,,,,,,,true,2,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501160035,29185,Train,Now its your turn to make... zo bananas?,3,zo,,,,,,,,,,true,3,,,,,,,,,,,,,,,,,,,
FL3,&,,word,three,1721501130850,1721501161039,30189,Train,Now its your turn to make... zo bananas?,3,zo,,,,,,,,,,true,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,active,save_button,1721501130850,1721501162696,31846,Train,Now its your turn to make... zo bananas?,3,zo,,,,,,,,,,true,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501180789,49939,Train,Now its your turn to make... zo bananas?,3,zo,,,1,,,,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501180917,50067,Train,Now its your turn to make... zo bananas?,3,zo,,,2,,,,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501181158,50308,Train,Now its your turn to make... zo bananas?,3,zo,,,2,,,1,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501181286,50436,Train,Now its your turn to make... zo bananas?,3,zo,1,,2,,,2,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501188976,58126,Train,Now its your turn to make... zo bananas?,3,zo,2,,3,,,2,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501189368,58518,Train,Now its your turn to make... zo bananas?,3,zo,2,,4,,,2,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501189889,59039,Train,Now its your turn to make... zo bananas?,3,zo,2,,4,,,3,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501130850,1721501190049,59199,Train,Now its your turn to make... zo bananas?,3,zo,3,,4,,,4,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721501130850,1721501198961,68111,Train,Now its your turn to make... zo bananas?,3,zo,4,,4,,,4,,,,,3,,,,,true,,,,,,,,,,,,,,
FL3,&,,toggle,flagged,1721501198965,1721501345748,146783,Train,Now its your turn to make... gi banana?,1,gi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,auto,accumulator,1721501198965,1721501352964,153999,Train,Now its your turn to make... gi banana?,1,gi,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,auto,accumulator,1721501198965,1721501353086,154121,Train,Now its your turn to make... gi banana?,1,gi,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,auto,accumulator,1721501198965,1721501353222,154257,Train,Now its your turn to make... gi banana?,1,gi,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,auto,accumulator,1721501198965,1721501353847,154882,Train,Now its your turn to make... gi banana?,1,gi,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,auto,accumulator,1721501198965,1721501353989,155024,Train,Now its your turn to make... gi banana?,1,gi,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,auto,accumulator,1721501198965,1721501354133,155168,Train,Now its your turn to make... gi banana?,1,gi,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,active,save_button,1721501198965,1721501355038,156073,Train,Now its your turn to make... gi banana?,1,gi,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,true
FL3,&,,active,save_button,1721501198965,1721501356330,157365,Train,Now its your turn to make... gi banana?,1,gi,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721501198965,1721501367230,168265,Train,Now its your turn to make... gi banana?,1,gi,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,clicktrial,1721501367234,1721501370079,2845,Train,How fast can you make... zo bananas?,3,zo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501370082,1721501385233,15151,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,accumulator,1721501370082,1721501385616,15534,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721501370082,1721501386434,16352,Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721501386439,1721501545787,159348,Main,"Giraffe: ""Whats the number zo bananas look like?""",3,zo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,trial,trialsubmit,1721501545794,1721501548319,2525,Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,auto,clicktrial,1721501548323,1721501569873,21550,Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL3,&,,toggle,flagged,1721501569875,1721501588403,18528,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO NOT USE THIS DATA," INTERFERENCE BY FATHER AND LEFT BEFORE FINISHED.,true"
FL3,&,,trial,trialsubmit,1721501569875,1721501622301,52426,Main,Another Giraffe number is... three-three bananas.,6,three-three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO NOT USE THIS DATA," INTERFERENCE BY FATHER AND LEFT BEFORE FINISHED.,true"
