PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL6,&,,auto,accumulator,1721857533476,1721857545132,11656,GiveN,Can you put five fish on the plate?,5,five,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857545547,12071,GiveN,Can you put five fish on the plate?,5,five,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857546114,12638,GiveN,Can you put five fish on the plate?,5,five,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857546647,13171,GiveN,Can you put five fish on the plate?,5,five,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857548475,14999,GiveN,Can you put five fish on the plate?,5,five,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857549597,16121,GiveN,Can you put five fish on the plate?,5,five,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857550130,16654,GiveN,Can you put five fish on the plate?,5,five,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857550698,17222,GiveN,Can you put five fish on the plate?,5,five,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857551883,18407,GiveN,Can you put five fish on the plate?,5,five,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857533476,1721857552314,18838,GiveN,Can you put five fish on the plate?,5,five,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,trial,trialsubmit,1721857533476,1721857552986,19510,GiveN,Can you put five fish on the plate?,5,five,5,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857558279,5281,GiveN,Can you put six fish on the plate?,6,six,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857558680,5682,GiveN,Can you put six fish on the plate?,6,six,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857560865,7867,GiveN,Can you put six fish on the plate?,6,six,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857561316,8318,GiveN,Can you put six fish on the plate?,6,six,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857561614,8616,GiveN,Can you put six fish on the plate?,6,six,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857561865,8867,GiveN,Can you put six fish on the plate?,6,six,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857563997,10999,GiveN,Can you put six fish on the plate?,6,six,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857564330,11332,GiveN,Can you put six fish on the plate?,6,six,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857565432,12434,GiveN,Can you put six fish on the plate?,6,six,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857566032,13034,GiveN,Can you put six fish on the plate?,6,six,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857567215,14217,GiveN,Can you put six fish on the plate?,6,six,5,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857552998,1721857567633,14635,GiveN,Can you put six fish on the plate?,6,six,5,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,trial,trialsubmit,1721857552998,1721857568599,15601,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857568613,1721857575417,6804,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,accumulator,1721857568613,1721857576360,7747,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
