PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,eyes,comments,flagged
FL5,&,,auto,,accumulator,1724277355594,1724277358318,2724,GiveN,Can you put five fish on the plate?,5,five,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277358452,2858,GiveN,Can you put five fish on the plate?,5,five,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277358602,3008,GiveN,Can you put five fish on the plate?,5,five,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277358745,3151,GiveN,Can you put five fish on the plate?,5,five,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277358885,3291,GiveN,Can you put five fish on the plate?,5,five,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277359170,3576,GiveN,Can you put five fish on the plate?,5,five,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277359332,3738,GiveN,Can you put five fish on the plate?,5,five,1,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277359485,3891,GiveN,Can you put five fish on the plate?,5,five,2,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277359627,4033,GiveN,Can you put five fish on the plate?,5,five,3,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,auto,,accumulator,1724277355594,1724277359785,4191,GiveN,Can you put five fish on the plate?,5,five,4,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,trial,,trialsubmit,1724277355594,1724277361520,5926,GiveN,Can you put five fish on the plate?,5,five,5,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,&,,word,,one,1724277361525,1724277369997,8472,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
FL5,&,,word,,two,1724277361525,1724277370228,8703,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,
FL5,&,,word,,three,1724277361525,1724277370439,8914,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,
