PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,comments,flagged
FL6,&,,auto,,accumulator,1722972903959,1722972929033,25074,GiveN,Can you put five fish on the plate?,5,five,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972929753,25794,GiveN,Can you put five fish on the plate?,5,five,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972930353,26394,GiveN,Can you put five fish on the plate?,5,five,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972931106,27147,GiveN,Can you put five fish on the plate?,5,five,1,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972931286,27327,GiveN,Can you put five fish on the plate?,5,five,1,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972931948,27989,GiveN,Can you put five fish on the plate?,5,five,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972932966,29007,GiveN,Can you put five fish on the plate?,5,five,3,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972933169,29210,GiveN,Can you put five fish on the plate?,5,five,3,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972934092,30133,GiveN,Can you put five fish on the plate?,5,five,4,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972903959,1722972934278,30319,GiveN,Can you put five fish on the plate?,5,five,4,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,trial,,trialsubmit,1722972903959,1722972935151,31192,GiveN,Can you put five fish on the plate?,5,five,5,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL6,&,,auto,,accumulator,1722972935166,1722972944065,8899,GiveN,Can you put six fish on the plate?,6,six,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
