PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL2,&,,auto,accumulator,1721758177854,1721758190034,12180,GiveN,Can you put five fish on the plate?,5,five,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758195256,17402,GiveN,Can you put five fish on the plate?,5,five,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758196353,18499,GiveN,Can you put five fish on the plate?,5,five,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758196695,18841,GiveN,Can you put five fish on the plate?,5,five,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758197052,19198,GiveN,Can you put five fish on the plate?,5,five,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758197545,19691,GiveN,Can you put five fish on the plate?,5,five,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758197657,19803,GiveN,Can you put five fish on the plate?,5,five,1,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758197811,19957,GiveN,Can you put five fish on the plate?,5,five,2,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758198162,20308,GiveN,Can you put five fish on the plate?,5,five,3,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758177854,1721758198505,20651,GiveN,Can you put five fish on the plate?,5,five,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,trial,trialsubmit,1721758177854,1721758198991,21137,GiveN,Can you put five fish on the plate?,5,five,5,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758208603,9569,GiveN,Can you put six fish on the plate?,6,six,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758209489,10455,GiveN,Can you put six fish on the plate?,6,six,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758211335,12301,GiveN,Can you put six fish on the plate?,6,six,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758213621,14587,GiveN,Can you put six fish on the plate?,6,six,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758216873,17839,GiveN,Can you put six fish on the plate?,6,six,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758217675,18641,GiveN,Can you put six fish on the plate?,6,six,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758223037,24003,GiveN,Can you put six fish on the plate?,6,six,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758226523,27489,GiveN,Can you put six fish on the plate?,6,six,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721758199034,1721758227955,28921,GiveN,Can you put six fish on the plate?,6,six,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,undo,1721758199034,1721758247324,48290,GiveN,Can you put six fish on the plate?,6,six,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758248054,49020,GiveN,Can you put six fish on the plate?,6,six,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758248673,49639,GiveN,Can you put six fish on the plate?,6,six,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758248811,49777,GiveN,Can you put six fish on the plate?,6,six,1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758248936,49902,GiveN,Can you put six fish on the plate?,6,six,2,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758249062,50028,GiveN,Can you put six fish on the plate?,6,six,3,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758249487,50453,GiveN,Can you put six fish on the plate?,6,six,4,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758250521,51487,GiveN,Can you put six fish on the plate?,6,six,5,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758254453,55419,GiveN,Can you put six fish on the plate?,6,six,6,,,,9,6,,,,,1,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
FL2,&,,auto,accumulator,1721758199034,1721758254577,55543,GiveN,Can you put six fish on the plate?,6,six,6,,,,9,6,,,,,2,,,,,,,,,,,,,,,,,,Put nine, asked to see it 6, made it 6,
