PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL7,&,,auto,accumulator,1721858983899,1721858991660,7761,GiveN,Can you put five fish on the plate?,5,five,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721858992128,8229,GiveN,Can you put five fish on the plate?,5,five,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721858993044,9145,GiveN,Can you put five fish on the plate?,5,five,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721858993660,9761,GiveN,Can you put five fish on the plate?,5,five,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721858995528,11629,GiveN,Can you put five fish on the plate?,5,five,2,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721858996145,12246,GiveN,Can you put five fish on the plate?,5,five,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721858998262,14363,GiveN,Can you put five fish on the plate?,5,five,3,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721858998794,14895,GiveN,Can you put five fish on the plate?,5,five,3,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721859000113,16214,GiveN,Can you put five fish on the plate?,5,five,4,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721858983899,1721859000661,16762,GiveN,Can you put five fish on the plate?,5,five,4,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,trial,trialsubmit,1721858983899,1721859001134,17235,GiveN,Can you put five fish on the plate?,5,five,5,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859007814,6667,GiveN,Can you put six fish on the plate?,6,six,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859008161,7014,GiveN,Can you put six fish on the plate?,6,six,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859009211,8064,GiveN,Can you put six fish on the plate?,6,six,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859010379,9232,GiveN,Can you put six fish on the plate?,6,six,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859010707,9560,GiveN,Can you put six fish on the plate?,6,six,2,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859011011,9864,GiveN,Can you put six fish on the plate?,6,six,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859013011,11864,GiveN,Can you put six fish on the plate?,6,six,3,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,word,six,1721859001147,1721859013363,12216,GiveN,Can you put six fish on the plate?,6,six,3,,,4,,3,,,,,,,,,,,,,true,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859015178,14031,GiveN,Can you put six fish on the plate?,6,six,3,,,4,,4,,,,,,,,,,,,,true,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859016396,15249,GiveN,Can you put six fish on the plate?,6,six,4,,,5,,4,,,,,,,,,,,,,true,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859016779,15632,GiveN,Can you put six fish on the plate?,6,six,4,,,5,,5,,,,,,,,,,,,,true,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859018329,17182,GiveN,Can you put six fish on the plate?,6,six,5,,,6,,5,,,,,,,,,,,,,true,,,,,,,,,,,
FL7,&,,auto,accumulator,1721859001147,1721859018677,17530,GiveN,Can you put six fish on the plate?,6,six,5,,,6,,6,,,,,,,,,,,,,true,,,,,,,,,,,
