PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL5,-,,auto,accumulator,1721502472650,1721502484943,12293,GiveN,Can you put five fish on the plate?,5,five,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502485439,12789,GiveN,Can you put five fish on the plate?,5,five,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502486255,13605,GiveN,Can you put five fish on the plate?,5,five,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502488871,16221,GiveN,Can you put five fish on the plate?,5,five,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502502634,29984,GiveN,Can you put five fish on the plate?,5,five,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502503155,30505,GiveN,Can you put five fish on the plate?,5,five,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502503285,30635,GiveN,Can you put five fish on the plate?,5,five,1,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502503418,30768,GiveN,Can you put five fish on the plate?,5,five,2,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502503563,30913,GiveN,Can you put five fish on the plate?,5,five,3,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502472650,1721502503704,31054,GiveN,Can you put five fish on the plate?,5,five,4,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,trial,trialsubmit,1721502472650,1721502504390,31740,GiveN,Can you put five fish on the plate?,5,five,5,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL5,-,,word,four,1721502504400,1721502520889,16489,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,
FL5,-,,word,five,1721502504400,1721502521392,16992,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,
FL5,-,,word,six,1721502504400,1721502522523,18123,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502504400,1721502523774,19374,GiveN,Can you put six fish on the plate?,6,six,,,1,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502504400,1721502523901,19501,GiveN,Can you put six fish on the plate?,6,six,,,2,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502504400,1721502524057,19657,GiveN,Can you put six fish on the plate?,6,six,,,3,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502504400,1721502524176,19776,GiveN,Can you put six fish on the plate?,6,six,,,4,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,accumulator,1721502504400,1721502524306,19906,GiveN,Can you put six fish on the plate?,6,six,,,5,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,undo,1721502504400,1721502524689,20289,GiveN,Can you put six fish on the plate?,6,six,,,4,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,undo,1721502504400,1721502524824,20424,GiveN,Can you put six fish on the plate?,6,six,,,3,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
FL5,-,,auto,undo,1721502504400,1721502524950,20550,GiveN,Can you put six fish on the plate?,6,six,,,2,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
