phase,request,target,targetWord,eventType,instrument,starttime,timestamp,duration,PID,condition,KL,grab,onebyone,count,group1,group2,group3,more,response,spontaneousCounting,right,logic,words,utterances,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,nonnumber,kidaction,actor,flag,flagged
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892671895,9840,FL1,&,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892673191,11136,FL1,&,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892675043,12988,FL1,&,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892676711,14656,FL1,&,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892679209,17154,FL1,&,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892679836,17781,FL1,&,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892680001,17946,FL1,&,,,5,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892680152,18097,FL1,&,,,5,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892680299,18244,FL1,&,,,5,,4,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892680609,18554,FL1,&,,,5,,5,,,,4,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892682995,20940,FL1,&,,,5,,5,,,,5,,1,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892683327,21272,FL1,&,,,5,,5,,,,5,,2,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892683525,21470,FL1,&,,,5,,5,,,,5,,3,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892683835,21780,FL1,&,,,5,,5,,,,5,,4,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720892662055,1720892684424,22369,FL1,&,,,5,,5,,,,5,,5,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,trial,trialsubmit,1720892662055,1720892687646,25591,FL1,&,,,5,,5,,,,5,,5,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892698009,10354,FL1,&,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892698382,10727,FL1,&,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892700580,12925,FL1,&,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892705525,17870,FL1,&,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892705935,18280,FL1,&,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892710710,23055,FL1,&,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892711210,23555,FL1,&,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892713517,25862,FL1,&,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720892687655,1720892730149,42494,FL1,&,,,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,true,,,
