PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,comments,flagged
FL2,-,,auto,,accumulator,1723067994628,1723067996023,1395,GiveN,Can you put five fish on the plate?,5,five,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067996174,1546,GiveN,Can you put five fish on the plate?,5,five,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067996369,1741,GiveN,Can you put five fish on the plate?,5,five,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067996585,1957,GiveN,Can you put five fish on the plate?,5,five,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067996749,2121,GiveN,Can you put five fish on the plate?,5,five,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067996933,2305,GiveN,Can you put five fish on the plate?,5,five,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067997134,2506,GiveN,Can you put five fish on the plate?,5,five,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067997299,2671,GiveN,Can you put five fish on the plate?,5,five,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067997501,2873,GiveN,Can you put five fish on the plate?,5,five,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067994628,1723067997702,3074,GiveN,Can you put five fish on the plate?,5,five,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,,trialsubmit,1723067994628,1723067998463,3835,GiveN,Can you put five fish on the plate?,5,five,5,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723067999735,1266,GiveN,Can you put six fish on the plate?,6,six,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068000431,1962,GiveN,Can you put six fish on the plate?,6,six,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068001051,2582,GiveN,Can you put six fish on the plate?,6,six,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068001398,2929,GiveN,Can you put six fish on the plate?,6,six,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068005399,6930,GiveN,Can you put six fish on the plate?,6,six,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068005708,7239,GiveN,Can you put six fish on the plate?,6,six,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068010320,11851,GiveN,Can you put six fish on the plate?,6,six,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068010889,12420,GiveN,Can you put six fish on the plate?,6,six,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068014746,16277,GiveN,Can you put six fish on the plate?,6,six,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068015305,16836,GiveN,Can you put six fish on the plate?,6,six,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068020601,22132,GiveN,Can you put six fish on the plate?,6,six,5,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723067998469,1723068021147,22678,GiveN,Can you put six fish on the plate?,6,six,5,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,,trialsubmit,1723067998469,1723068022180,23711,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,toggle,,spontaneousCounting,1723068022184,1723068030605,8421,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
FL2,-,,toggle,,spontaneousCounting,1723068022184,1723068031202,9018,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068022184,1723068031605,9421,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068022184,1723068031835,9651,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068022184,1723068032035,9851,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068022184,1723068032306,10122,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068022184,1723068035373,13189,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068022184,1723068036720,14536,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,,trialsubmit,1723068022184,1723068040886,18702,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,clicktrial,1723068040891,1723068042911,2020,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,clicktrial,1723068042913,1723068044002,1089,GiveN,Can you put six fish on the plate?,6,six,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068046133,2129,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068046536,2532,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068054485,10481,GiveN,Can you put seven fish on the plate?,7,seven,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068054812,10808,GiveN,Can you put seven fish on the plate?,7,seven,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068055333,11329,GiveN,Can you put seven fish on the plate?,7,seven,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068055696,11692,GiveN,Can you put seven fish on the plate?,7,seven,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068060042,16038,GiveN,Can you put seven fish on the plate?,7,seven,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068060516,16512,GiveN,Can you put seven fish on the plate?,7,seven,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068065399,21395,GiveN,Can you put seven fish on the plate?,7,seven,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068065829,21825,GiveN,Can you put seven fish on the plate?,7,seven,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068068432,24428,GiveN,Can you put seven fish on the plate?,7,seven,5,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068068863,24859,GiveN,Can you put seven fish on the plate?,7,seven,5,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068070947,26943,GiveN,Can you put seven fish on the plate?,7,seven,6,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068044004,1723068071504,27500,GiveN,Can you put seven fish on the plate?,7,seven,6,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,,trialsubmit,1723068044004,1723068073578,29574,GiveN,Can you put seven fish on the plate?,7,seven,7,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068073583,1723068111089,37506,Train,Now its your turn to make... zo bananas?,3,zo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068073583,1723068111413,37830,Train,Now its your turn to make... zo bananas?,3,zo,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068073583,1723068112889,39306,Train,Now its your turn to make... zo bananas?,3,zo,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068073583,1723068113412,39829,Train,Now its your turn to make... zo bananas?,3,zo,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068073583,1723068115180,41597,Train,Now its your turn to make... zo bananas?,3,zo,2,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,,accumulator,1723068073583,1723068115617,42034,Train,Now its your turn to make... zo bananas?,3,zo,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,,trialsubmit,1723068073583,1723068116412,42829,Train,Now its your turn to make... zo bananas?,3,zo,3,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,1,accumulator,1723068116415,1723068131578,15163,Train,Now its your turn to make... gi banana?,1,gi,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,1,accumulator,1723068116415,1723068131966,15551,Train,Now its your turn to make... gi banana?,1,gi,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,1,trialsubmit,1723068116415,1723068132797,16382,Train,Now its your turn to make... gi banana?,1,gi,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,2,accumulator,1723068132800,1723068147980,15180,Train,How fast can you make... zo bananas?,3,zo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,2,accumulator,1723068132800,1723068148623,15823,Train,How fast can you make... zo bananas?,3,zo,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,2,accumulator,1723068132800,1723068148795,15995,Train,How fast can you make... zo bananas?,3,zo,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,2,accumulator,1723068132800,1723068149006,16206,Train,How fast can you make... zo bananas?,3,zo,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,2,accumulator,1723068132800,1723068149178,16378,Train,How fast can you make... zo bananas?,3,zo,2,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,2,accumulator,1723068132800,1723068149364,16564,Train,How fast can you make... zo bananas?,3,zo,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,2,trialsubmit,1723068132800,1723068150306,17506,Train,How fast can you make... zo bananas?,3,zo,3,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,3,accumulator,1723068150308,1723068152315,2007,Train,How fast can you make... gi banana?,1,gi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,3,accumulator,1723068150308,1723068152494,2186,Train,How fast can you make... gi banana?,1,gi,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,trial,3,trialsubmit,1723068150308,1723068153123,2815,Train,How fast can you make... gi banana?,1,gi,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,4,accumulator,1723068153126,1723068159795,6669,Train,How fast can you make... zo bananas?,3,zo,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,-,,auto,4,accumulator,1723068153126,1723068159937,6811,Train,How fast can you make... zo bananas?,3,zo,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
