PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,comments,flagged
FL2,&,,auto,,accumulator,1723312997276,1723313002567,5291,GiveN,Can you put five fish on the plate?,5,five,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313002759,5483,GiveN,Can you put five fish on the plate?,5,five,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313004294,7018,GiveN,Can you put five fish on the plate?,5,five,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313004664,7388,GiveN,Can you put five fish on the plate?,5,five,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313006845,9569,GiveN,Can you put five fish on the plate?,5,five,2,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313007307,10031,GiveN,Can you put five fish on the plate?,5,five,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313009205,11929,GiveN,Can you put five fish on the plate?,5,five,3,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313010125,12849,GiveN,Can you put five fish on the plate?,5,five,3,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313016895,19619,GiveN,Can you put five fish on the plate?,5,five,4,,,4,,4,,,,,1,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313017471,20195,GiveN,Can you put five fish on the plate?,5,five,4,,,4,,4,,,,,2,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313017816,20540,GiveN,Can you put five fish on the plate?,5,five,4,,,4,,4,,,,,3,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313018162,20886,GiveN,Can you put five fish on the plate?,5,five,4,,,4,,4,,,,,4,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313022244,24968,GiveN,Can you put five fish on the plate?,5,five,4,,,4,,4,,,,,5,,,,,,,,,,,,,,,,,,,
FL2,&,,toggle,,kidaction,1723312997276,1723313024113,26837,GiveN,Can you put five fish on the plate?,5,five,4,true,,4,,4,,,,,5,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,,accumulator,1723312997276,1723313024730,27454,GiveN,Can you put five fish on the plate?,5,five,4,true,,5,,4,,,,,5,,,,,,,,,,,,,,,,,,,
