PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL2,&,,auto,accumulator,1721499956940,1721499966490,9550,GiveN,Can you put five fish on the plate?,5,five,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499968143,11203,GiveN,Can you put five fish on the plate?,5,five,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499969911,12971,GiveN,Can you put five fish on the plate?,5,five,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499972060,15120,GiveN,Can you put five fish on the plate?,5,five,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499973826,16886,GiveN,Can you put five fish on the plate?,5,five,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499974464,17524,GiveN,Can you put five fish on the plate?,5,five,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499974603,17663,GiveN,Can you put five fish on the plate?,5,five,1,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499974746,17806,GiveN,Can you put five fish on the plate?,5,five,2,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499974871,17931,GiveN,Can you put five fish on the plate?,5,five,3,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499956940,1721499974982,18042,GiveN,Can you put five fish on the plate?,5,five,4,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,trial,trialsubmit,1721499956940,1721499975897,18957,GiveN,Can you put five fish on the plate?,5,five,5,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499984983,9072,GiveN,Can you put six fish on the plate?,6,six,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499985105,9194,GiveN,Can you put six fish on the plate?,6,six,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499985246,9335,GiveN,Can you put six fish on the plate?,6,six,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499986313,10402,GiveN,Can you put six fish on the plate?,6,six,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499988294,12383,GiveN,Can you put six fish on the plate?,6,six,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499991362,15451,GiveN,Can you put six fish on the plate?,6,six,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499992514,16603,GiveN,Can you put six fish on the plate?,6,six,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499992639,16728,GiveN,Can you put six fish on the plate?,6,six,1,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499992778,16867,GiveN,Can you put six fish on the plate?,6,six,2,,,6,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499992905,16994,GiveN,Can you put six fish on the plate?,6,six,3,,,6,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499993027,17116,GiveN,Can you put six fish on the plate?,6,six,4,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499975911,1721499993105,17194,GiveN,Can you put six fish on the plate?,6,six,5,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,trial,trialsubmit,1721499975911,1721499993794,17883,GiveN,Can you put six fish on the plate?,6,six,6,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500000811,7008,GiveN,Can you put seven fish on the plate?,7,seven,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500002545,8742,GiveN,Can you put seven fish on the plate?,7,seven,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500005030,11227,GiveN,Can you put seven fish on the plate?,7,seven,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500006764,12961,GiveN,Can you put seven fish on the plate?,7,seven,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500008078,14275,GiveN,Can you put seven fish on the plate?,7,seven,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500009762,15959,GiveN,Can you put seven fish on the plate?,7,seven,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500012029,18226,GiveN,Can you put seven fish on the plate?,7,seven,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500015394,21591,GiveN,Can you put seven fish on the plate?,7,seven,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500015945,22142,GiveN,Can you put seven fish on the plate?,7,seven,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500016073,22270,GiveN,Can you put seven fish on the plate?,7,seven,1,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500016212,22409,GiveN,Can you put seven fish on the plate?,7,seven,2,,,8,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500016341,22538,GiveN,Can you put seven fish on the plate?,7,seven,3,,,8,,4,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500016595,22792,GiveN,Can you put seven fish on the plate?,7,seven,4,,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,
FL2,&,,auto,accumulator,1721499993803,1721500016872,23069,GiveN,Can you put seven fish on the plate?,7,seven,5,,,8,,6,,,,,,,,,,,,,,,,,,,,,,,,
