PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,comments,flagged
Other2,-,,auto,,accumulator,1722357599411,1722357612993,13582,GiveN,Can you put five fish on the plate?,5,five,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357599411,1722357613175,13764,GiveN,Can you put five fish on the plate?,5,five,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357599411,1722357613392,13981,GiveN,Can you put five fish on the plate?,5,five,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357599411,1722357613556,14145,GiveN,Can you put five fish on the plate?,5,five,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357599411,1722357614540,15129,GiveN,Can you put five fish on the plate?,5,five,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,trial,,trialsubmit,1722357599411,1722357629907,30496,GiveN,Can you put five fish on the plate?,5,five,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,counted fish in hand,
Other2,-,,auto,,accumulator,1722357629909,1722357642574,12665,GiveN,Can you put six fish on the plate?,6,six,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357629909,1722357642738,12829,GiveN,Can you put six fish on the plate?,6,six,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357629909,1722357642907,12998,GiveN,Can you put six fish on the plate?,6,six,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357629909,1722357643101,13192,GiveN,Can you put six fish on the plate?,6,six,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357629909,1722357643708,13799,GiveN,Can you put six fish on the plate?,6,six,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357629909,1722357644133,14224,GiveN,Can you put six fish on the plate?,6,six,5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,trial,,trialsubmit,1722357629909,1722357660824,30915,GiveN,Can you put six fish on the plate?,6,six,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357660825,1722357670143,9318,GiveN,Can you put seven fish on the plate?,7,seven,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357660825,1722357670556,9731,GiveN,Can you put seven fish on the plate?,7,seven,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357660825,1722357670974,10149,GiveN,Can you put seven fish on the plate?,7,seven,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357660825,1722357671522,10697,GiveN,Can you put seven fish on the plate?,7,seven,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357660825,1722357671972,11147,GiveN,Can you put seven fish on the plate?,7,seven,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357660825,1722357672408,11583,GiveN,Can you put seven fish on the plate?,7,seven,5,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357660825,1722357672856,12031,GiveN,Can you put seven fish on the plate?,7,seven,6,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,speech_act,,distracted,1722357660825,1722357679506,18681,GiveN,Can you put seven fish on the plate?,7,seven,7,,,,,7,,,,,,,,,,,,,,,,,,true,,,,,,
Other2,-,,trial,,trialsubmit,1722357660825,1722357734307,73482,GiveN,Can you put seven fish on the plate?,7,seven,7,,,,,7,,,,,,,,,,,,,,,,,,true,,,,,started all over again,
Other2,-,,auto,,accumulator,1722357734308,1722357795138,60830,Train,Now its your turn to make... zo bananas?,3,zo,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357734308,1722357795472,61164,Train,Now its your turn to make... zo bananas?,3,zo,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,,accumulator,1722357734308,1722357795956,61648,Train,Now its your turn to make... zo bananas?,3,zo,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,word,,zo,1722357734308,1722357798840,64532,Train,Now its your turn to make... zo bananas?,3,zo,3,,,,,3,,,,,,,,,,,,,,,true,,,,,,,,,
Other2,-,,trial,,trialsubmit,1722357734308,1722357800122,65814,Train,Now its your turn to make... zo bananas?,3,zo,3,,,,,3,,,,,,,,,,,,,,,true,,,,,,,,,
Other2,-,,auto,1,accumulator,1722357800123,1722357832007,31884,Train,Now its your turn to make... gi banana?,1,gi,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,word,1,gi,1722357800123,1722357832704,32581,Train,Now its your turn to make... gi banana?,1,gi,1,,,,,1,,,,,,,,,,,,,,true,,,,,,,,,,
Other2,-,,trial,1,trialsubmit,1722357800123,1722357833604,33481,Train,Now its your turn to make... gi banana?,1,gi,1,,,,,1,,,,,,,,,,,,,,true,,,,,,,,,,
Other2,-,,auto,2,accumulator,1722357833605,1722357862521,28916,Train,How fast can you make... zo bananas?,3,zo,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,2,accumulator,1722357833605,1722357862872,29267,Train,How fast can you make... zo bananas?,3,zo,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,2,accumulator,1722357833605,1722357863039,29434,Train,How fast can you make... zo bananas?,3,zo,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,2,accumulator,1722357833605,1722357863487,29882,Train,How fast can you make... zo bananas?,3,zo,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,2,undo,1722357833605,1722357864388,30783,Train,How fast can you make... zo bananas?,3,zo,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,2,accumulator,1722357833605,1722357865105,31500,Train,How fast can you make... zo bananas?,3,zo,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,2,accumulator,1722357833605,1722357865253,31648,Train,How fast can you make... zo bananas?,3,zo,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Other2,-,,auto,2,accumulator,1722357833605,1722357865423,31818,Train,How fast can you make... zo bananas?,3,zo,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,
