PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,eyes,comments,flagged
FL7,&,,auto,,accumulator,1725734273373,1725734284526,11153,GiveN,Can you put five fish on the plate?,5,five,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734284773,11400,GiveN,Can you put five fish on the plate?,5,five,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734287122,13749,GiveN,Can you put five fish on the plate?,5,five,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734287811,14438,GiveN,Can you put five fish on the plate?,5,five,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734291697,18324,GiveN,Can you put five fish on the plate?,5,five,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734292280,18907,GiveN,Can you put five fish on the plate?,5,five,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734294950,21577,GiveN,Can you put five fish on the plate?,5,five,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734295491,22118,GiveN,Can you put five fish on the plate?,5,five,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734301852,28479,GiveN,Can you put five fish on the plate?,5,five,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734273373,1725734302496,29123,GiveN,Can you put five fish on the plate?,5,five,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,trial,,trialsubmit,1725734273373,1725734304061,30688,GiveN,Can you put five fish on the plate?,5,five,5,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734311635,7524,GiveN,Can you put six fish on the plate?,6,six,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734311867,7756,GiveN,Can you put six fish on the plate?,6,six,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734315003,10892,GiveN,Can you put six fish on the plate?,6,six,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734315994,11883,GiveN,Can you put six fish on the plate?,6,six,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734318129,14018,GiveN,Can you put six fish on the plate?,6,six,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734318862,14751,GiveN,Can you put six fish on the plate?,6,six,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734321853,17742,GiveN,Can you put six fish on the plate?,6,six,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734322364,18253,GiveN,Can you put six fish on the plate?,6,six,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734325254,21143,GiveN,Can you put six fish on the plate?,6,six,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734326203,22092,GiveN,Can you put six fish on the plate?,6,six,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734328661,24550,GiveN,Can you put six fish on the plate?,6,six,5,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734304111,1725734329330,25219,GiveN,Can you put six fish on the plate?,6,six,5,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,trial,,trialsubmit,1725734304111,1725734334897,30786,GiveN,Can you put six fish on the plate?,6,six,6,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734338021,3120,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734338251,3350,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734342113,7212,GiveN,Can you put seven fish on the plate?,7,seven,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734342855,7954,GiveN,Can you put seven fish on the plate?,7,seven,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734350002,15101,GiveN,Can you put seven fish on the plate?,7,seven,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734350450,15549,GiveN,Can you put seven fish on the plate?,7,seven,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734355202,20301,GiveN,Can you put seven fish on the plate?,7,seven,3,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734355638,20737,GiveN,Can you put seven fish on the plate?,7,seven,3,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734359325,24424,GiveN,Can you put seven fish on the plate?,7,seven,4,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734359706,24805,GiveN,Can you put seven fish on the plate?,7,seven,4,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734367213,32312,GiveN,Can you put seven fish on the plate?,7,seven,5,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734367818,32917,GiveN,Can you put seven fish on the plate?,7,seven,5,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734373926,39025,GiveN,Can you put seven fish on the plate?,7,seven,6,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734334901,1725734374392,39491,GiveN,Can you put seven fish on the plate?,7,seven,6,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,trial,,trialsubmit,1725734334901,1725734376669,41768,GiveN,Can you put seven fish on the plate?,7,seven,7,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734376676,1725734440033,63357,Train,Now its your turn to make... zo bananas?,3,zo,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734376676,1725734440175,63499,Train,Now its your turn to make... zo bananas?,3,zo,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734376676,1725734440324,63648,Train,Now its your turn to make... zo bananas?,3,zo,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734376676,1725734440485,63809,Train,Now its your turn to make... zo bananas?,3,zo,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734376676,1725734440791,64115,Train,Now its your turn to make... zo bananas?,3,zo,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL7,&,,auto,,accumulator,1725734376676,1725734440982,64306,Train,Now its your turn to make... zo bananas?,3,zo,1,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
