phase,request,target,targetWord,eventType,instrument,starttime,timestamp,duration,PID,condition,KL,grab,onebyone,count,group1,group2,group3,more,response,spontaneousCounting,right,logic,words,utterances,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,nonnumber,kidaction,actor,flag,flagged
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893919612,7294,FL2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,undo,1720893912318,1720893920227,7909,FL2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893920742,8424,FL2,&,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893921826,9508,FL2,&,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893923480,11162,FL2,&,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893925159,12841,FL2,&,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893928475,16157,FL2,&,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893929047,16729,FL2,&,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893929202,16884,FL2,&,,,5,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893929380,17062,FL2,&,,,5,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893929552,17234,FL2,&,,,5,,4,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,auto,accumulator,1720893912318,1720893929727,17409,FL2,&,,,5,,5,,,,4,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put five fish on the plate?,5,five,trial,trialsubmit,1720893912318,1720893938662,26344,FL2,&,,,5,,5,,,,5,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720893938676,1720893946035,7359,FL2,&,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,accumulator,1720893938676,1720893946513,7837,FL2,&,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put six fish on the plate?,6,six,auto,undo,1720893938676,1720893947414,8738,FL2,&,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
